Selling Price,Brand,Model,Trim / Edition,Year of Manufacture,Condition,Transmission,Body type,Fuel type,Engine capacity,Mileage
39900000.0,Toyota,Land Cruiser Prado,TX150 ELFORD ,2017,Used,Automatic,SUV / 4x4,Petrol,2700.0,75000.0
6500000.0,Nissan,Tiida,,2008,Used,Automatic,Saloon,Petrol,1500.0,73500.0
5250000.0,Suzuki,Swift,Style,2007,Used,Automatic,Hatchback,Petrol,1300.0,140000.0
9590000.0,Honda,Vezel,Orange Pack,2014,Used,Automatic,SUV / 4x4,Hybrid,1490.0,163581.0
4300000.0,Isuzu,D-Max,,1998,Used,Manual,SUV / 4x4,Diesel,2499.0,300000.0
10500000.0,Kia,Sorento,,2011,Used,Automatic,SUV / 4x4,Diesel,2200.0,130000.0
89500000.0,Porsche,Taycan,TURBO 1 OF 2,2024,Used,Automatic,Coupé/Sports,Electric,800.0,5000.0
12500000.0,Audi,Q2,,2017,Used,Tiptronic,,Petrol,1000.0,73000.0
6075000.0,Nissan,Cefiro,J31 Facelift,2007,Used,Automatic,Saloon,Petrol,2400.0,153000.0
8800000.0,Honda,Vezel,2013,2013,Used,Automatic,Station wagon,Hybrid,1499.0,130000.0
20000000.0,Toyota,Land Cruiser Sahara,,2005,Used,Manual,SUV / 4x4,Diesel,4500.0,291000.0
6990000.0,Toyota,Vitz,Vitz,2016,Used,Automatic,Hatchback,Petrol,1000.0,105400.0
3940000.0,Suzuki,Alto,,2008,Used,Automatic,Hatchback,Petrol,650.0,139500.0
6790000.0,Suzuki,Wagon R FZ,,2018,Used,Automatic,Hatchback,Petrol,650.0,92644.0
7500000.0,Toyota,Prius,2nd Gen,2011,Used,Automatic,Saloon,Petrol,1500.0,211000.0
24950000.0,BMW,218i,BMW 218i MSport 2023,2023,Used,Automatic,Saloon,Petrol,1500.0,18500.0
13000000.0,Peugeot,3008,Allure,2018,Used,Tiptronic,SUV / 4x4,Petrol,1200.0,109500.0
23000000.0,Audi,A3,Sline Highest spec,2023,Used,Automatic,Saloon,Petrol,1000.0,10000.0
790000.0,Toyota,Corolla,DX KE72,1983,Used,Manual,Station wagon,Petrol,1290.0,99999.0
8500000.0,Toyota,Vitz,Toyota,2018,Used,Automatic,Hatchback,Petrol,990.0,43000.0
12950000.0,Toyota,CHR,NGX10,2018,Used,Automatic,Hatchback,Petrol,1200.0,95000.0
1850000.0,Maruti,Other Model,Omini,2004,Used,Manual,Hatchback,Petrol,800.0,50600.0
4755000.0,Perodua,Viva Elite,,2013,Used,Automatic,Hatchback,Petrol,1000.0,90500.0
16500000.0,BMW,528i,F10 Fully Loaded,2011,Used,Tiptronic,Saloon,Petrol,2000.0,152000.0
6100000.0,Toyota,Vitz,KSP 90 RS,2010,Used,Automatic,Hatchback,Petrol,1300.0,188000.0
20000000.0,Mercedes Benz,A180,AMG Sedan,2020,Used,Automatic,Saloon,Petrol,1332.0,37000.0
5690000.0,Suzuki,Wagon R FZ,,2016,Used,Automatic,Hatchback,Petrol,660.0,109000.0
16500000.0,Honda,CRV,VTI-LX,2018,Used,Automatic,SUV / 4x4,Petrol,1500.0,164000.0
16800000.0,BMW,X1,M Sport,2018,Used,Tiptronic,SUV / 4x4,Petrol,1500.0,64500.0
14900000.0,Mitsubishi,Outlander,2015,2015,Used,Automatic,SUV / 4x4,Petrol,2400.0,120000.0
36500000.0,Toyota,Land Cruiser Prado,150,2015,Used,Tiptronic,SUV / 4x4,Petrol,2700.0,112000.0
11000000.0,Suzuki,Vitara,2020,2020,Used,Tiptronic,Hatchback,Petrol,1000.0,28000.0
26900000.0,Toyota,Land Cruiser Prado,TX,2012,Used,Automatic,SUV / 4x4,Petrol,2700.0,112000.0
4850000.0,Toyota,Corolla,Corolla 121 manual,2003,Used,Manual,Saloon,Petrol,1300.0,185000.0
6285000.0,Suzuki,Wagon R FX,low mileage ,2018,Used,Automatic,Hatchback,Hybrid,650.0,47800.0
2900000.0,Micro,Panda,,2015,Used,Manual,Hatchback,Petrol,1000.0,65000.0
8950000.0,Honda,Vezel,2015,2015,Used,Automatic,Hatchback,Hybrid,1500.0,128000.0
1820000.0,Tata,Indica,,2004,Used,Manual,,Petrol,1405.0,154936.0
53000000.0,Toyota,Land Cruiser Sahara,,2013,Used,Automatic,SUV / 4x4,Diesel,4600.0,123000.0
4200000.0,Suzuki,Alto,2015,2015,Used,Manual,Hatchback,Petrol,796.0,96530.0
13850000.0,Honda,Civic,RS- Sedan,2017,Used,Automatic,Saloon,Petrol,1500.0,80000.0
10000000.0,Toyota,Hilux,Hilux Double Cab,2007,Used,Manual,SUV / 4x4,Diesel,3000.0,170000.0
6800000.0,Suzuki,Spacia,,2017,Used,Automatic,,Petrol,650.0,84000.0
8350000.0,Suzuki,Swift,RS Turbo Safety ,2017,Used,Automatic,Hatchback,Petrol,1000.0,98000.0
21000000.0,Peugeot,3008,Allure Premium,2020,Used,Automatic,SUV / 4x4,Petrol,1800.0,47500.0
52500000.0,Land Rover,Range Rover Sport,Autobiography ,2019,Used,Automatic,SUV / 4x4,Petrol,2000.0,42000.0
7695000.0,Mazda,2 Skyactive,Mazda 2,2016,Used,Automatic,Saloon,Petrol,1500.0,129000.0
10200000.0,Toyota,Axio,G Grade,2016,Used,Automatic,Saloon,Hybrid,1500.0,108000.0
2550000.0,Micro,Lifan,Limited Edition,2009,Used,Manual,Saloon,Petrol,1500.0,125000.0
15250000.0,Toyota,Axio,G Grade Hybrid,2022,Used,Automatic,Saloon,Hybrid,1490.0,9100.0
9150000.0,Toyota,Yaris,X Limited ,2023,Used,Automatic,Hatchback,Petrol,990.0,16500.0
6500000.0,Toyota,Prius,2007,2007,Used,Automatic,Saloon,Hybrid,1500.0,190000.0
7290000.0,Suzuki,Wagon R FX,2025 Safety,2023,Used,Automatic,Hatchback,Hybrid,650.0,11000.0
68500000.0,Land Rover,Range Rover,LWB Autobiography ,2019,Used,Automatic,SUV / 4x4,Hybrid,2000.0,33000.0
5000000.0,Suzuki,Celerio,,2015,Used,Other transmission,Hatchback,Petrol,1000.0,124500.0
6250000.0,Honda,N-WGN,JH 1,2017,Used,Automatic,Station wagon,Petrol,650.0,30250.0
12290000.0,Toyota,Land Cruiser Prado,95 1KZ ,1997,Used,Manual,SUV / 4x4,Diesel,3000.0,230000.0
13300000.0,Toyota,CHR,Highest Grade,2018,Used,Automatic,SUV / 4x4,Petrol,1200.0,74500.0
8390000.0,Toyota,Hilux,VIGO SMARTCAB G ,2009,Used,Manual,SUV / 4x4,Diesel,3000.0,168000.0
7590000.0,Honda,Insight,,2012,Used,Automatic,Saloon,Hybrid,1330.0,147000.0
8290000.0,Hyundai,Venue,,2019,Used,Automatic,SUV / 4x4,Petrol,1000.0,93000.0
5800000.0,Honda,Civic,Es 1,2004,Used,Automatic,Saloon,Petrol,1490.0,175773.0
3900000.0,Micro,Actyon,,2009,Used,Manual,SUV / 4x4,Diesel,1800.0,327000.0
3690000.0,Suzuki,Alto,LXI800,2015,Used,Manual,Hatchback,Petrol,800.0,97000.0
6750000.0,Toyota,Passo,Safety Push Start ,2016,Used,Automatic,Hatchback,Petrol,1000.0,79000.0
6890000.0,Honda,Fit,GP1,2013,Used,Automatic,Hatchback,Hybrid,1300.0,142000.0
13390000.0,Toyota,Allion,G Plus,2016,Used,Automatic,,Petrol,1500.0,143000.0
11150000.0,Toyota,Premio,2013,2013,Used,Automatic,Saloon,Petrol,1500.0,137400.0
8800000.0,Honda,Freed,Honda,2012,Used,Automatic,Station wagon,Petrol,1490.0,212000.0
5890000.0,Nissan,Wingroad,2008,2008,Used,Automatic,Station wagon,Petrol,1500.0,181000.0
8800000.0,Honda,Grace,,2015,Used,Automatic,Saloon,Hybrid,1500.0,129300.0
3690000.0,Suzuki,Alto,,2015,Used,Manual,Hatchback,Petrol,800.0,93000.0
7950000.0,Honda,Fit,GP5 L Exclusive 2014,2014,Used,Automatic,Hatchback,Petrol,1500.0,145000.0
12900000.0,Toyota,Raize,Z Grade Hybrid ,2022,Used,Automatic,SUV / 4x4,Hybrid,1200.0,13500.0
10750000.0,Toyota,Roomy,Custom GT,2023,Used,Automatic,Hatchback,Petrol,990.0,18000.0
18850000.0,BMW,318i,M-Sport Australian,2018,Used,Automatic,Saloon,Petrol,1500.0,75000.0
5300000.0,Hyundai,Grand i10,,2017,Used,Automatic,,Petrol,1000.0,160000.0
11770000.0,Toyota,Axio,WXB,2017,Used,Automatic,Saloon,Hybrid,1500.0,124000.0
3350000.0,Renault,KWID,,2017,Used,Manual,,Petrol,800.0,165000.0
49500000.0,Toyota,Land Cruiser Sahara,VX V8,2011,Used,Tiptronic,SUV / 4x4,Diesel,4465.0,165000.0
5700000.0,Ssang Yong,Kyron,2008,2008,Used,Manual,SUV / 4x4,Diesel,2000.0,220000.0
24200000.0,Mercedes Benz,CLA 200,AMG Premium Plus,2019,Used,Automatic,Saloon,Petrol,1332.0,34000.0
27000000.0,Toyota,Land Cruiser Prado,150,2011,Used,Automatic,,Petrol,3000.0,113000.0
2990000.0,Nissan,AD Wagon,,1999,Used,Automatic,Station wagon,Petrol,1490.0,187000.0
9750000.0,Suzuki,Grand Vitara,,2019,Used,Automatic,Hatchback,Petrol,998.0,34798.0
27500000.0,Mercedes Benz,GLB,200 AMG Premium Plus,2020,Used,Automatic,SUV / 4x4,Petrol,1500.0,35000.0
20500000.0,Toyota,Hilux,Revo/Rocco B5,2017,Used,Automatic,SUV / 4x4,Diesel,2800.0,124000.0
12500000.0,Audi,A3,S Tronic Sedan Packa,2018,Used,Automatic,Saloon,Petrol,1400.0,85000.0
5950000.0,Daihatsu,Mira,ES SA3 B Grade ,2023,Used,Automatic,Hatchback,Petrol,658.0,42.0
39500000.0,BMW,740Le,M-Sport Plus ,2017,Used,Automatic,Saloon,Petrol,2000.0,18000.0
25500000.0,BMW,X5 M,Sport,2016,Used,Automatic,SUV / 4x4,Petrol,2000.0,80000.0
10000000.0,Nissan,X-Trail,,2015,Used,Automatic,SUV / 4x4,Hybrid,1990.0,117708.0
900000.0,Honda,Civic,Honda Civic,1987,Used,Manual,Saloon,Petrol,1300.0,150000.0
7650000.0,Honda,Insight,,2009,Used,Automatic,Saloon,Petrol,1330.0,107129.0
21000000.0,BMW,318i,M Sport,2018,Used,Automatic,Saloon,Petrol,1500.0,23000.0
6500000.0,Honda,Civic,,2008,Used,Automatic,Saloon,Hybrid,1330.0,164386.0
10500000.0,Toyota,Prius,Alpha,2013,Used,Automatic,Hatchback,Hybrid,1790.0,43423.0
4100000.0,Nissan,Cefiro,A33 2.0G,2001,Used,Automatic,Saloon,Petrol,2000.0,185000.0
8250000.0,Toyota,Vitz,,2018,Used,Automatic,Hatchback,Petrol,990.0,85804.0
6290000.0,Toyota,Passo,Hana ,2013,Used,Automatic,Hatchback,Petrol,990.0,95273.0
8290000.0,Suzuki,Swift,Rs Turbo,2017,Used,Automatic,Hatchback,Petrol,990.0,131077.0
178.0,Toyota,Corolla,WXB Limited Edition ,2024,Used,Automatic,Saloon,Petrol,1500.0,16000.0
12500000.0,Kia,Other Model,Syros HTX Plus,2025,Used,Automatic,,Petrol,1000.0,1200.0
4575000.0,Suzuki,A-Star,Fully Loaded 80000km,2012,Used,Automatic,Hatchback,Petrol,1000.0,80000.0
14400000.0,Mitsubishi,Outlander,,2015,Used,Automatic,SUV / 4x4,Hybrid,2000.0,160000.0
17000000.0,Kia,Carnival,2015,2015,Used,Automatic,SUV / 4x4,Diesel,2.0,150000.0
7200000.0,Hyundai,Tucson,,2012,Used,Automatic,SUV / 4x4,Petrol,2000.0,130000.0
2965000.0,Suzuki,Alto,800 LXI,2013,Used,Manual,Hatchback,Petrol,800.0,94000.0
41000000.0,Toyota,Land Cruiser Prado,150 TX,2017,Used,Automatic,SUV / 4x4,Petrol,2700.0,128000.0
13950000.0,Mitsubishi,Montero,Sports,2012,Used,Automatic,SUV / 4x4,Diesel,2500.0,195000.0
20000000.0,Kia,Carens,,2025,Used,Manual,,Diesel,1500.0,6440.0
13800000.0,Toyota,Premio,PREMIO G SUPERIOR ,2017,Used,Automatic,Saloon,Petrol,1500.0,108000.0
2585000.0,Maruti Suzuki,800,,2011,Used,Manual,,Petrol,800.0,173000.0
10799999.0,Toyota,Premio,G Superior,2013,Used,Automatic,Saloon,Petrol,1500.0,121000.0
10200000.0,Audi,A4,Audi,2011,Used,Automatic,Saloon,Petrol,1800.0,94188.0
3375000.0,Honda,City,,2000,Used,Automatic,,Petrol,1500.0,200000.0
21350000.0,Toyota,Land Cruiser Sahara,100 Series 1HZ ,2003,Used,Manual,SUV / 4x4,Diesel,4200.0,74500.0
9875000.0,Toyota,Premio,G Superior,2011,Used,Automatic,Saloon,Petrol,1500.0,150000.0
20700000.0,BMW,318i,BMW,2018,Used,Automatic,Saloon,Petrol,1500.0,115000.0
7150000.0,Toyota,Aqua,S Grade,2014,Used,Automatic,Hatchback,Hybrid,1500.0,180000.0
22000000.0,Mercedes Benz,C350,,2016,Used,Tiptronic,Saloon,Hybrid,2000.0,75000.0
10500000.0,Kia,Sportage,Special Orange,2011,Used,Manual,SUV / 4x4,Petrol,2000.0,63000.0
8850000.0,Honda,Vezel,Z Grade,2014,Used,Automatic,SUV / 4x4,Hybrid,1500.0,178000.0
28000000.0,Volkswagen,ID,ID 4 Pro,2023,Used,Automatic,SUV / 4x4,Electric,150.0,21500.0
13850000.0,Honda,Civic,Tech Pack 2018,2018,Used,Automatic,Hatchback,Petrol,1000.0,65100.0
7900000.0,Toyota,Vitz,Edition 2,2018,Used,Automatic,Hatchback,Petrol,1000.0,101000.0
3090000.0,Geely,Other Model,Micro Panda Corss,2013,Used,Manual,Hatchback,Petrol,1300.0,132000.0
5300000.0,Toyota,Vitz,KSP 90,2007,Used,Automatic,Hatchback,Petrol,1000.0,141600.0
3000000.0,Austin,Mini,Cooper,1964,Used,Manual,Hatchback,Petrol,1000.0,512400.0
12600000.0,Toyota,Premio,G Superior,2013,Used,Automatic,Saloon,Petrol,1500.0,124000.0
12400000.0,Volkswagen,T-Cross,Active Grade,2022,Used,Automatic,,Petrol,1000.0,10000.0
75500000.0,Land Rover,Range Rover,Vogue LWB Autobio,2019,Used,Automatic,SUV / 4x4,Petrol,2000.0,52000.0
16900000.0,BMW,X1,BMW,2019,Used,Automatic,SUV / 4x4,Petrol,1500.0,75000.0
3500000.0,Mitsubishi,i-MiEV,,2013,Used,Automatic,Saloon,Electric,600.0,90000.0
32500000.0,BMW,i8,M-Sport,2018,Used,Automatic,Coupé/Sports,Hybrid,1500.0,30000.0
28500000.0,BMW,X5,M-Sport,2016,Used,Automatic,SUV / 4x4,Hybrid,2000.0,66000.0
27500000.0,Toyota,Land Cruiser Prado,150 TX,2011,Used,Automatic,SUV / 4x4,Petrol,2700.0,130000.0
14800000.0,Audi,Q2,Q2,2019,Used,Tiptronic,SUV / 4x4,Petrol,1000.0,74000.0
5575000.0,Toyota,Avanza,07 Seater,2008,Used,Manual,MPV,Petrol,1300.0,143000.0
47500000.0,Jeep,Wrangler,Rubicon,2018,Used,Automatic,SUV / 4x4,Petrol,2000.0,68000.0
8250000.0,Daihatsu,Taft,G Chrome venture ,2023,Used,Automatic,Hatchback,Petrol,658.0,9188.0
15800000.0,Audi,A3,TFSI Highest Spec ,2018,Used,Automatic,Saloon,Petrol,1000.0,54000.0
5600000.0,Honda,HR-V,,2000,Used,Automatic,SUV / 4x4,Petrol,1590.0,201935.0
8200000.0,Hyundai,Venue,,2019,Used,Automatic,SUV / 4x4,Petrol,1000.0,62000.0
6200000.0,Daihatsu,Atrai Wagon,,2018,Used,Automatic,,Petrol,650.0,70000.0
8700000.0,Nissan,Note,Embassy,2020,Used,Automatic,Hatchback,Petrol,1200.0,44000.0
7500000.0,Nissan,Navara,Double cab,2007,Used,Manual,,Diesel,2500.0,160000.0
7600000.0,Kia,Sportage,,2011,Used,Automatic,,Petrol,2000.0,181000.0
8650000.0,Toyota,Vitz,,2019,Used,Automatic,,Petrol,1000.0,73000.0
9475000.0,Toyota,Yaris,X GRADE,2025,Used,Automatic,,Petrol,1000.0,2900.0
16900000.0,Peugeot,5008,GT Line,2019,Used,Automatic,SUV / 4x4,Petrol,1200.0,55000.0
17650000.0,Toyota,Corolla,WXB,2024,Used,Automatic,Saloon,Petrol,1500.0,9500.0
7000000.0,Mitsubishi,Lancer,CS3 GLX,2011,Used,Automatic,Saloon,Petrol,1600.0,128000.0
15500000.0,Isuzu,MU-X,,2015,Used,Automatic,SUV / 4x4,Petrol,2500.0,178000.0
16250000.0,Peugeot,5008,GT LINE ,2019,Used,Automatic,,Petrol,1200.0,70000.0
8290000.0,Honda,Fit,GP5 S Grade Mugen,2013,Used,Automatic,Hatchback,Hybrid,1500.0,165000.0
37500000.0,Toyota,Land Cruiser Prado,TX TRJ150 G Frontier,2017,Used,Automatic,SUV / 4x4,Petrol,2700.0,71000.0
5450000.0,Toyota,Corolla,Corolla 121 LX limit,2004,Used,Manual,Saloon,Petrol,1500.0,256000.0
7500000.0,Suzuki,Swift,RS Turbo,2017,Used,Automatic,,Petrol,990.0,131000.0
6590000.0,Nissan,X-Trail,,2001,Used,Automatic,SUV / 4x4,Petrol,1990.0,195000.0
8250000.0,Suzuki,Hustler,G,2024,Used,Automatic,Hatchback,Petrol,650.0,9500.0
3425000.0,Datsun,Redi Go,Datsun,2017,Used,Manual,Hatchback,Petrol,800.0,67000.0
3750000.0,Suzuki,Alto,Suzuki,2015,Used,Manual,Hatchback,Petrol,800.0,111000.0
10700000.0,Tata,Other Model,Curvv,2025,Used,Automatic,SUV / 4x4,Petrol,1200.0,11000.0
34000000.0,Toyota,Land Cruiser Prado,150 TX,2015,Used,Automatic,SUV / 4x4,Petrol,2700.0,96000.0
10900000.0,Toyota,Premio,G,2013,Used,Automatic,Saloon,Petrol,1500.0,120000.0
6700000.0,Toyota,Aqua,G Grade,2012,Used,Automatic,,Hybrid,1500.0,160000.0
16800000.0,Toyota,Premio,,2019,Used,Automatic,Saloon,Petrol,1499.0,96200.0
15000000.0,MG,5 Long Range,MG 5,2023,Used,Automatic,Station wagon,Electric,61.0,26000.0
14000000.0,Subaru,Forester,,2014,Used,Automatic,SUV / 4x4,Petrol,2000.0,101900.0
12000000.0,Honda,Civic,EX,2018,Used,Automatic,Hatchback,Petrol,1000.0,75000.0
10550000.0,BMW,X1,S Drive,2011,Used,Automatic,SUV / 4x4,Diesel,2000.0,149500.0
29900000.0,Toyota,Land Cruiser Prado,Lc5 Fully Loaded,2013,Used,Automatic,SUV / 4x4,Diesel,3000.0,195000.0
7425000.0,Suzuki,Swift,,2018,Used,Automatic,Hatchback,Petrol,1000.0,137848.0
13500000.0,Audi,Q2,TFSI,2018,Used,Automatic,Hatchback,Petrol,1000.0,76000.0
9200000.0,DFSK,Glory,,2022,Used,Automatic,SUV / 4x4,Petrol,1500.0,18779.0
6675000.0,Toyota,Vitz,,2015,Used,Automatic,Hatchback,Petrol,1000.0,115000.0
20500000.0,Mercedes Benz,C180,AMG Line,2016,Used,Automatic,Saloon,Petrol,1600.0,24500.0
6475000.0,Suzuki,Wagon R,FZ,2018,Used,Automatic,Hatchback,Hybrid,650.0,99000.0
1350000.0,Mitsubishi,Lancer,,1986,Used,Manual,Saloon,Petrol,1400.0,150000.0
35750000.0,Toyota,Land Cruiser Prado,150 Diesel Auto,2015,Used,Tiptronic,SUV / 4x4,Diesel,3000.0,147500.0
13900000.0,Mitsubishi,Outlander,,2015,Used,Automatic,,Hybrid,2000.0,115000.0
26450000.0,Mitsubishi,Montero,V98 GLS Fully Loaded,2016,Used,Tiptronic,SUV / 4x4,Diesel,3200.0,142500.0
28500000.0,Mitsubishi,Montero,Diesel ,2015,Used,Automatic,,Diesel,3200.0,142000.0
22650000.0,Toyota,Hilux,ROCCO B5 PK,2020,Used,Tiptronic,SUV / 4x4,Diesel,2800.0,69500.0
6450000.0,Honda,N-Box,650cc petrol,2016,Used,Automatic,,Petrol,650.0,56000.0
13250000.0,Toyota,CHR,NGX -10,2018,Used,Automatic,SUV / 4x4,Petrol,1200.0,110000.0
1550000.0,Chery,QQ,Chery QQ,2008,Used,Manual,Hatchback,Petrol,800.0,72000.0
3150000.0,Zotye,Z100,,2020,Used,Manual,Hatchback,Petrol,999.0,67000.0
5175000.0,Toyota,Vitz,,2009,Used,Automatic,Hatchback,Petrol,1000.0,158000.0
16100000.0,Audi,Q2,S-Line Black Edition,2019,Used,Automatic,,Petrol,1000.0,44000.0
14250000.0,BMW,318i,low milage ,2014,Used,Automatic,Saloon,Petrol,1500.0,52000.0
11700000.0,Land Rover,Freelander,2 TD4,2013,Used,Tiptronic,SUV / 4x4,Diesel,2200.0,100000.0
3175000.0,Perodua,Kelisa,HATCH BACK,2006,Used,Automatic,Hatchback,Petrol,1000.0,145000.0
19000000.0,BMW,X5,Straight Diesel ,2015,Used,Automatic,SUV / 4x4,Diesel,3000.0,140000.0
3475000.0,Suzuki,Alto,JAPANESE ,2005,Used,Automatic,Hatchback,Petrol,658.0,165000.0
625000.0,Nissan,Sunny,B210,1975,Used,Manual,Saloon,Petrol,1300.0,219000.0
12500000.0,Mitsubishi,Outlander,G Navi,2014,Used,Automatic,SUV / 4x4,Hybrid,2000.0,170000.0
3775000.0,Suzuki,Alto,VXI,2015,Used,Manual,Hatchback,Petrol,800.0,111340.0
11600000.0,Toyota,Prius,Limited Edition,2015,Used,Automatic,Saloon,Hybrid,1800.0,110000.0
8975000.0,Honda,Vezel,Oreinge Packge Gold,2014,Used,Automatic,SUV / 4x4,Hybrid,1500.0,112000.0
24000000.0,Toyota,Hilux,GR-Sport 2.8L (1GD),2023,Used,Automatic,SUV / 4x4,Diesel,2800.0,9000.0
1975000.0,Toyota,Corolla,AE 91,1998,Used,Manual,Saloon,Petrol,1500.0,164999.0
12100000.0,Honda,Fit Shuttle,Navi Premium (GP-7),2016,Used,Automatic,Hatchback,Hybrid,1500.0,85000.0
14000000.0,Toyota,Land Cruiser Prado,,2006,Used,Manual,SUV / 4x4,Petrol,2700.0,190000.0
9800000.0,Honda,Fit Shuttle,Navi-Premium (GP 2) ,2014,Used,Automatic,Hatchback,Hybrid,1330.0,165000.0
2425000.0,Fiat,Punto,Sport,2002,Used,Manual,Hatchback,Petrol,1200.0,116000.0
12700000.0,Toyota,Raize,g Grade Hybrid,2022,Used,Automatic,Hatchback,Hybrid,1200.0,29000.0
10800000.0,Daihatsu,Thor,Custom GS (Roomy),2023,Used,Automatic,,Petrol,1000.0,9000.0
11075000.0,DFSK,Glory,I Auto Fully Loaded,2023,Used,Automatic,SUV / 4x4,Petrol,1500.0,98000.0
6600000.0,Toyota,Corolla,LX (ZZE-141 R) Auto,2008,Used,Automatic,,Petrol,1590.0,220000.0
13850000.0,Toyota,CHR,NGX 10-GT (22000 km),2018,Used,Automatic,,Petrol,1200.0,22000.0
10700000.0,Toyota,Raize,Z Grade,2020,Used,Automatic,Hatchback,Petrol,1000.0,75000.0
3075000.0,Nissan,Serena,Vx Auto,1995,Used,Automatic,MPV,Diesel,2000.0,131999.0
7500000.0,Toyota,Vitz,KSP130 Safty pakge,2017,Used,Automatic,Hatchback,Petrol,1000.0,130000.0
57500000.0,Land Rover,Range Rover Sport,2018,2018,Used,Tiptronic,SUV / 4x4,Petrol,2000.0,40389.0
11200000.0,Toyota,Premio,Toyota,2013,Used,Automatic,Saloon,Petrol,1500.0,118000.0
11600000.0,Toyota,Corolla,AXIO -27000 km,2017,Used,Automatic,,Petrol,1300.0,27000.0
65000000.0,Mercedes Benz,S300,LWHEEL DIESEL HYBRID,2017,Used,Automatic,Saloon,Hybrid,2140.0,49800.0
76000000.0,Toyota,Land Cruiser Sahara,VX-V8 DIESEL BLACK,2015,Used,Automatic,SUV / 4x4,Diesel,4461.0,105000.0
12850000.0,Mitsubishi,Montero,MONTERO SPORT,2011,Used,Automatic,SUV / 4x4,Diesel,2500.0,147700.0
54500000.0,Land Rover,Range Rover,RANGE ROVER SPORT,2018,Used,Automatic,SUV / 4x4,Diesel,2000.0,31000.0
7750000.0,Toyota,RAV4,G Grade,2008,Used,Automatic,SUV / 4x4,Petrol,2000.0,145000.0
31900000.0,Land Rover,Discovery,Land Rover,2015,Used,Tiptronic,SUV / 4x4,Diesel,3000.0,102000.0
4690000.0,Nissan,Bluebird,FG10 sylphy ,2003,Used,Automatic,Saloon,Petrol,1500.0,195000.0
3975000.0,Chevrolet,Aveo,LS,2008,Used,Manual,Saloon,Petrol,1400.0,127000.0
9950000.0,Kia,Sorento,,2011,Used,Automatic,SUV / 4x4,Diesel,2200.0,180000.0
11000000.0,Toyota,Prius,3rd Generation,2012,Used,Automatic,Saloon,Hybrid,1800.0,155000.0
11700000.0,Peugeot,3008,,2016,Used,Tiptronic,Hatchback,Diesel,1199.0,122000.0
4900000.0,Suzuki,Swift,Suzuki,2005,Used,Automatic,Hatchback,Petrol,1300.0,115000.0
8350000.0,Toyota,Axio,G Grade,2015,Used,Automatic,Saloon,Hybrid,1500.0,91000.0
12500000.0,Ford,Focus,Titanium Eco Boost,2018,Used,Tiptronic,Saloon,Petrol,1000.0,93000.0
3500000.0,Suzuki,Wagon R,VXI,2006,Used,Manual,Hatchback,Petrol,1061.0,62520.0
2750000.0,Hyundai,Elantra,,1999,Used,Automatic,Saloon,Petrol,1599.0,60200.0
1175000.0,Mitsubishi,Lancer,,1979,Used,Manual,Saloon,Petrol,1400.0,40000.0
2475000.0,Suzuki,Maruti,,2007,Used,Manual,Hatchback,Petrol,800.0,70000.0
6200000.0,Suzuki,Swift,,2010,Used,Automatic,Hatchback,Petrol,1300.0,75000.0
4550000.0,Suzuki,Alto,K10,2016,Used,Automatic,Hatchback,Petrol,998.0,105000.0
