Selling Price,Brand,Model,Trim / Edition,Year of Manufacture,Condition,Transmission,Body type,Fuel type,Engine capacity,Mileage
8450000.0,Toyota,Aqua,,2015,Used,Automatic,Hatchback,Petrol,1500.0,97400.0
115000000.0,BMW,i7,M-Sport Registered,2024,Used,Automatic,Saloon,Electric,700.0,9500.0
20000000.0,Honda,CRV,Black Leather,2018,Used,Automatic,SUV / 4x4,Petrol,1500.0,38200.0
4685000.0,Perodua,Viva Elite,,2011,Used,Automatic,Hatchback,Petrol,1000.0,105000.0
6885000.0,Suzuki,Wagon R,Premium ,2018,Used,Automatic,Hatchback,Hybrid,650.0,82143.0
4690000.0,Toyota,IST,,2002,Used,Automatic,Hatchback,Petrol,1300.0,190000.0
6150000.0,Toyota,Wigo,Wigo G Grand,2017,Used,Automatic,Hatchback,Petrol,1000.0,30000.0
9875000.0,Toyota,Aqua,S Unregistered,2014,Used,Automatic,Hatchback,Hybrid,1500.0,24000.0
2450000.0,Micro,Panda,,2013,Used,Manual,Hatchback,Petrol,1000.0,88500.0
7990000.0,Toyota,Aqua,G Leather Edition,2015,Used,Automatic,Hatchback,Hybrid,1500.0,150000.0
6400000.0,Honda,Fit,GP1,2012,Used,Automatic,Hatchback,Hybrid,1300.0,105000.0
4550000.0,Toyota,Carina,,1997,Used,Automatic,Hatchback,Petrol,1500.0,195000.0
8900000.0,Toyota,Axio,Axio Hybrid,2014,Used,Automatic,Saloon,Hybrid,1500.0,142000.0
3750000.0,Chevrolet,Cruze,,2002,Used,Automatic,Hatchback,Petrol,1320.0,110900.0
21000000.0,Toyota,Harrier,Advance Premium,2014,Used,Automatic,SUV / 4x4,Petrol,2000.0,103000.0
5550000.0,Suzuki,Celerio,,2016,Used,Automatic,Hatchback,Petrol,1000.0,85329.0
12100000.0,Kia,Other Model,Sonet GTX+,2025,Used,Automatic,SUV / 4x4,Petrol,1000.0,300.0
5450000.0,Suzuki,Celerio,,2015,Used,Automatic,Hatchback,Petrol,1000.0,79000.0
5600000.0,Suzuki,Alto,,2017,Used,Automatic,Hatchback,Petrol,650.0,95000.0
4510000.0,Mitsubishi,4DR,,1967,Used,Manual,SUV / 4x4,Diesel,2000.0,300000.0
6200000.0,Honda,Fit,GP 1,2011,Used,Automatic,Hatchback,Petrol,1300.0,128000.0
8250000.0,Toyota,Axio,X,2014,Used,Automatic,Saloon,Hybrid,1500.0,100000.0
11700000.0,Daihatsu,Rocky,,2022,Used,Automatic,Hatchback,Petrol,1200.0,45000.0
33500000.0,BMW,430i,M-Sport,2017,Used,Automatic,Convertible,Petrol,2000.0,54000.0
16000000.0,Toyota,Voxy,Voxy,2014,Used,Automatic,Station wagon,Petrol,1800.0,148000.0
9850000.0,Nissan,X-Trail,CAO,2015,Used,Automatic,Station wagon,Petrol,2000.0,160000.0
27500000.0,Porsche,Panamera,S Hybrid 3.0 V6,2011,Used,Automatic,Saloon,Hybrid,3000.0,27000.0
8500000.0,Toyota,Allion,2007,2007,Used,Automatic,Saloon,Petrol,1500.0,125000.0
6950000.0,Toyota,Axio,141,2007,Used,Automatic,Saloon,Petrol,1500.0,180000.0
28700000.0,BMW,530e,M SPORT PREMIUM ,2017,Used,Automatic,Saloon,Petrol,2000.0,77000.0
8850000.0,Suzuki,Wagon R,Custom Z Upgraded ZX,2025,Used,Automatic,Hatchback,Hybrid,660.0,6100.0
5550000.0,Suzuki,Celerio,,2015,Used,Automatic,Hatchback,Petrol,1000.0,86900.0
48000000.0,Mercedes Benz,GLE 300D,,2020,Used,Automatic,SUV / 4x4,Diesel,2000.0,98000.0
24500000.0,Toyota,Fortuner,High Spec,2016,Used,Automatic,SUV / 4x4,Diesel,2400.0,183266.0
5785000.0,Perodua,Axia,,2016,Used,Automatic,Hatchback,Petrol,1000.0,165000.0
7800000.0,Toyota,Roomy,Custom GT Turbo,2017,Used,Automatic,MPV,Petrol,990.0,43843.0
1600000.0,Nissan,Sunny,,1989,Used,Manual,Saloon,Petrol,1300.0,302400.0
6950000.0,Tata,Nexon,,2018,Used,Automatic,,Petrol,1200.0,124000.0
3412000.0,Suzuki,Alto,,2015,Used,Manual,Hatchback,Petrol,800.0,171000.0
5650000.0,Ssang Yong,Korando,,2013,Used,Automatic,SUV / 4x4,Diesel,2000.0,175000.0
8685000.0,Nissan,Leaf,,2014,Used,Automatic,Hatchback,Electric,70.0,23000.0
5185000.0,Kia,Picanto,,2011,Used,Automatic,Hatchback,Petrol,1000.0,110000.0
2900000.0,Tata,Nano,,2016,Used,Automatic,Hatchback,Petrol,624.0,83500.0
8750000.0,Toyota,Axio,G GRADE,2021,Used,Automatic,Saloon,Hybrid,1500.0,138000.0
5350000.0,Toyota,Vitz,,2008,Used,Automatic,Hatchback,Petrol,1000.0,162000.0
3375000.0,Zotye,Nomad,2,2011,Used,Manual,,Petrol,1499.0,123000.0
16000000.0,Kia,Carnival,Kia,2015,Used,Automatic,MPV,Diesel,2199.0,225000.0
8700000.0,Suzuki,Wagon R,Custom Z - Upgraded,2024,Used,Automatic,Hatchback,Petrol,650.0,8500.0
2575000.0,Suzuki,Alto,LXI,2006,Used,Manual,Hatchback,Petrol,800.0,119000.0
13200000.0,Nissan,X-Trail,7 Seater,2014,Used,Automatic,SUV / 4x4,Petrol,2000.0,92000.0
6300000.0,Honda,Fit,GP1 Hybrid,2011,Used,Automatic,Station wagon,Petrol,1300.0,193000.0
19250000.0,Honda,CRV,Masterpiece,2019,Used,Automatic,SUV / 4x4,Petrol,1500.0,71000.0
19700000.0,Toyota,Land Cruiser Prado,Land Cruiser Box,1995,Used,Manual,SUV / 4x4,Diesel,3000.0,134000.0
3750000.0,Nissan,Presea,R11,2000,Used,Automatic,Saloon,Petrol,1500.0,116000.0
8250000.0,Toyota,Allion,240,2016,Used,Automatic,Saloon,Petrol,1500.0,203500.0
8500000.0,Toyota,Aqua,Prius C,2014,Used,Automatic,Hatchback,Hybrid,1500.0,161000.0
4850000.0,Mitsubishi,Pajero,IO,1999,Used,Manual,SUV / 4x4,Petrol,1630.0,243338.0
51500000.0,Toyota,Land Cruiser Sahara,V8 200,2013,Used,Automatic,SUV / 4x4,Diesel,4400.0,126000.0
2490000.0,Morris,Mini,Morris Mini cooper,1959,Used,Automatic,Hatchback,Petrol,1300.0,625100.0
4450000.0,Suzuki,Swift,,2002,Used,Automatic,Hatchback,Petrol,1320.0,148332.0
2465000.0,Suzuki,Maruti,ZEN,2005,Used,Manual,,Petrol,993.0,161184.0
8200000.0,Hyundai,Santa Fe,Jeep Used,2012,Used,Tiptronic,SUV / 4x4,Diesel,2200.0,179000.0
48500000.0,Toyota,Land Cruiser Sahara,V8 ZX Bruno Cross,2015,Used,Automatic,SUV / 4x4,Petrol,4400.0,109000.0
2975000.0,Toyota,Tercel,1991,1991,Used,Automatic,Saloon,Petrol,1330.0,267500.0
16800000.0,Toyota,Fortuner,D4D V GRADE,2013,Used,Automatic,SUV / 4x4,Diesel,3000.0,150000.0
9200000.0,Honda,Vezel,2014,2014,Used,Automatic,SUV / 4x4,Hybrid,1500.0,65000.0
3800000.0,Maruti Suzuki,Alto,LXI,2015,Used,Manual,Hatchback,Petrol,800.0,86000.0
8895000.0,Honda,Vezel,Z Grade Orange ,2014,Used,Automatic,SUV / 4x4,Hybrid,1500.0,128000.0
7875000.0,Toyota,Vitz,Edition 2,2018,Used,Automatic,Hatchback,Petrol,1000.0,93000.0
85500000.0,Toyota,Land Cruiser Prado,LC250 1ST EDITION,2024,Used,Automatic,Station wagon,Diesel,2755.0,7000.0
6790000.0,Daihatsu,Terios,,2007,Used,Automatic,SUV / 4x4,Petrol,1500.0,145200.0
32000000.0,Mercedes Benz,EQB,250 AMGLine Premium+,2023,Used,Automatic,SUV / 4x4,Electric,140.0,33250.0
9500000.0,MG,ZS,,2019,Used,Automatic,SUV / 4x4,Petrol,1500.0,61900.0
37500000.0,Toyota,Land Cruiser Prado,,2016,Used,Automatic,,Petrol,2755.0,190000.0
1275000.0,Nissan,March,K10,1985,Used,Manual,Hatchback,Petrol,1000.0,197000.0
7250000.0,Toyota,Premio,NZT 240,2007,Used,Automatic,Saloon,Petrol,1490.0,216000.0
7450000.0,Suzuki,Wagon R FX,Safety,2024,Used,Automatic,Hatchback,Petrol,658.0,3350.0
3400000.0,Renault,KWID,,2016,Used,Manual,Hatchback,Petrol,800.0,101472.0
7200000.0,Toyota,Vitz,Safety Edition 2,2016,Used,Automatic,Hatchback,Petrol,990.0,84850.0
16575000.0,Mercedes Benz,GLA 200,Turbo ,2015,Used,Automatic,SUV / 4x4,Petrol,1600.0,140000.0
20500000.0,Peugeot,5008,GT,2019,Used,Tiptronic,Hatchback,Petrol,1200.0,33000.0
9250000.0,Honda,Fit Shuttle,GP2,2013,Used,Automatic,Saloon,Hybrid,1300.0,135000.0
17500000.0,Honda,CRV,VTS,2019,Used,Automatic,SUV / 4x4,Petrol,1490.0,152000.0
850000.0,Daihatsu,Charmant,1982,1982,Used,Manual,Saloon,Petrol,1300.0,56000.0
8300000.0,Toyota,Aqua,X Urban,2015,Used,Automatic,,Petrol,1500.0,130000.0
8400000.0,DFSK,Glory,580L,2021,Used,Automatic,SUV / 4x4,Petrol,1498.0,50700.0
3725000.0,Renault,KWID,RXT,2016,Used,Manual,Hatchback,Petrol,800.0,78000.0
1320000.0,Bajaj,Qute,Bajaj,2019,Used,Manual,,Petrol,120.0,22900.0
5500000.0,Hyundai,Grand i10,,2016,Used,Tiptronic,Hatchback,Petrol,998.0,95500.0
7950000.0,Subaru,XV,Eyesight,2013,Used,Automatic,Hatchback,Hybrid,2000.0,145000.0
38000000.0,Land Rover,Range Rover Sport,HSE 2.0 Diesel,2018,Used,Automatic,SUV / 4x4,Diesel,2000.0,124000.0
9575000.0,Honda,Vezel,Z Orange Package,2014,Used,Automatic,Hatchback,Hybrid,1500.0,145000.0
1325000.0,Mazda,Familia,,1988,Used,Manual,Saloon,Petrol,1500.0,200000.0
16850000.0,Toyota,Land Cruiser Prado,120 1KD,2007,Used,Automatic,SUV / 4x4,Diesel,3000.0,210000.0
14000000.0,Toyota,Prius,3rd Gen,2014,Used,Automatic,Saloon,Hybrid,1790.0,96000.0
5875000.0,Toyota,Corolla,NZE 121 ,2003,Used,Automatic,Saloon,Petrol,1500.0,175000.0
17500000.0,BMW,520d,,2012,Used,Automatic,Saloon,Diesel,2000.0,76000.0
3875000.0,Suzuki,A-Star,BRAND NEW,2012,Used,Manual,Hatchback,Petrol,1000.0,67000.0
46800000.0,Toyota,Land Cruiser Sahara,VX V8,2011,Used,Automatic,SUV / 4x4,Diesel,4600.0,95000.0
4275000.0,Perodua,Viva Elite,Viva Elite 2010,2010,Used,Automatic,Hatchback,Petrol,1000.0,88000.0
10750000.0,Kia,Sportage,New Face,2015,Used,Tiptronic,SUV / 4x4,Diesel,2000.0,139000.0
7975000.0,Toyota,Aqua,Aqua S Grade,2014,Used,Automatic,Saloon,Hybrid,1500.0,73000.0
13500000.0,Toyota,CHR,GT,2018,Used,Automatic,Hatchback,Petrol,1200.0,76212.0
2120000.0,Tata,Indica,2015,2015,Used,Manual,Hatchback,Petrol,1000.0,72000.0
8950000.0,Nissan,Teana,250 XV ,2008,Used,Automatic,Saloon,Petrol,2500.0,102000.0
10325000.0,Toyota,Axio,Hybrid,2015,Used,Automatic,Saloon,Hybrid,1500.0,120563.0
9450000.0,Honda,Grace,EX Edition,2014,Used,Automatic,Saloon,Hybrid,1490.0,160000.0
20000000.0,Mercedes Benz,S350,,2011,Used,Automatic,Saloon,Petrol,3498.0,170000.0
12800000.0,Nissan,Aura,G,2024,Used,Automatic,Hatchback,Hybrid,1200.0,10254.0
10500000.0,Nissan,X-Trail,,2016,Used,Automatic,SUV / 4x4,Hybrid,1500.0,145000.0
5190000.0,Suzuki,Alto,,2017,Used,Automatic,Hatchback,Petrol,650.0,75498.0
5790000.0,Perodua,Axia,,2016,Used,Automatic,Hatchback,Petrol,998.0,41535.0
8875000.0,Toyota,Allion,Lion Face,2010,Used,Automatic,Saloon,Petrol,1500.0,145000.0
4950000.0,Suzuki,Celerio,,2014,Used,Tiptronic,Hatchback,Petrol,996.0,121131.0
7350000.0,Toyota,Rush,,2009,Used,Automatic,Hatchback,Petrol,1490.0,168093.0
5490000.0,Honda,HR-V,,2000,Used,Automatic,Hatchback,Petrol,1590.0,275723.0
8175000.0,DFSK,Glory,,2021,Used,Automatic,SUV / 4x4,Petrol,1490.0,36371.0
8100000.0,Hyundai,Creta,,2017,Used,Automatic,Hatchback,Petrol,1591.0,124946.0
11990000.0,DFSK,Glory,I Auto,2023,Used,Automatic,MPV,Petrol,1500.0,17211.0
8420000.0,Nissan,Dayz,,2024,Used,Automatic,Hatchback,Petrol,660.0,14945.0
10975000.0,DFSK,Glory,I Auto,2021,Used,Automatic,SUV / 4x4,Petrol,1498.0,13972.0
12975000.0,Toyota,CHR,NGX 50,2017,Used,Automatic,SUV / 4x4,Petrol,1200.0,185000.0
11500000.0,Honda,CRV,CRV,2012,Used,Automatic,Hatchback,Petrol,2000.0,231000.0
13200000.0,Land Rover,Freelander,SD4,2011,Used,Automatic,SUV / 4x4,Diesel,2179.0,135000.0
4750000.0,Honda,Fit,Honda,2003,Used,Automatic,Hatchback,Petrol,1330.0,158000.0
50500000.0,Toyota,Land Cruiser Prado,TRJ 150,2023,Used,Automatic,SUV / 4x4,Petrol,2700.0,22750.0
8275000.0,Toyota,Aqua,,2016,Used,Automatic,Hatchback,Hybrid,1490.0,127770.0
6725000.0,Suzuki,Wagon R FZ,Premium,2018,Used,Automatic,Hatchback,Hybrid,650.0,119077.0
5790000.0,Suzuki,Wagon R Stingray,,2014,Used,Automatic,Hatchback,Petrol,650.0,131174.0
10750000.0,Nissan,X-Trail,,2016,Used,Automatic,,Hybrid,1997.0,135562.0
6850000.0,Suzuki,Wagon R FZ,Safety,2018,Used,Automatic,Hatchback,Petrol,650.0,84169.0
12690000.0,Toyota,Premio,G Superior,2016,Used,Automatic,Hatchback,Petrol,1500.0,157825.0
8950000.0,Honda,Fit,,2016,Used,Automatic,Hatchback,Hybrid,1490.0,109286.0
11500000.0,Toyota,Prius,3rd Gen,2014,Used,Automatic,Saloon,Hybrid,1800.0,254000.0
5990000.0,Hyundai,Grand i10,,2018,Used,Automatic,Hatchback,Petrol,998.0,72505.0
7300000.0,Toyota,Aqua,2013,2013,Used,Automatic,Hatchback,Hybrid,1500.0,153000.0
11300000.0,Toyota,Hilux,G Grade,2005,Used,Automatic,SUV / 4x4,Diesel,3000.0,168000.0
13090000.0,Jeep,Compass,LONGITUDE ,2019,Used,Automatic,Station wagon,Petrol,1368.0,63000.0
1600000.0,Toyota,Corolla,,1988,Used,Manual,Station wagon,Petrol,1300.0,400000.0
12500000.0,Lexus,HS250H,Premium ANF10,2009,Used,Automatic,Saloon,Hybrid,2494.0,160000.0
14500000.0,BMW,225XE,,2018,Used,Automatic,Hatchback,Petrol,1500.0,89000.0
1200000.0,Toyota,Corolla,AE80,1983,Used,Manual,Saloon,Petrol,1300.0,112000.0
1300000.0,Tata,Nano,Tata,2011,Used,Manual,Hatchback,Petrol,660.0,230000.0
10800000.0,Hyundai,Santa Fe,,2014,Used,Automatic,,Diesel,2199.0,164600.0
1350000.0,Daihatsu,Mira,Mira,1990,Used,Manual,Hatchback,Petrol,650.0,176920.0
31000000.0,Audi,Q7,45 TFSI Quattro,2015,Used,Automatic,SUV / 4x4,Petrol,3000.0,71500.0
1950000.0,Suzuki,Maruti,,2015,Used,Manual,Saloon,Petrol,800.0,100000.0
2900000.0,Tata,Indica,,2014,Used,Manual,,Petrol,1193.0,78000.0
8500000.0,Suzuki,Grand Vitara,2012,2012,Used,Automatic,SUV / 4x4,Petrol,2000.0,130000.0
6650000.0,Suzuki,Wagon R FZ,Safety 55000km,2017,Used,Automatic,Hatchback,Hybrid,650.0,55000.0
7200000.0,Toyota,Prius,2007,2007,Used,Automatic,Saloon,Petrol,1500.0,146000.0
7050000.0,Suzuki,Wagon R Stingray,,2018,Used,Automatic,Hatchback,Petrol,660.0,83500.0
34000000.0,Toyota,Land Cruiser Prado,TRJ150 TXL 6 FWD 1ST,2016,Used,Automatic,SUV / 4x4,Petrol,2700.0,215000.0
15000000.0,Audi,A6,,2012,Used,Automatic,Saloon,Petrol,2000.0,105000.0
8300000.0,Toyota,Prius,3rd Gen,2010,Used,Automatic,Saloon,Hybrid,1790.0,242000.0
4200000.0,Suzuki,Swift,Center Antenna,2004,Used,Automatic,Hatchback,Petrol,1300.0,140000.0
9000000.0,Honda,Vezel,Orange Package,2014,Used,Automatic,SUV / 4x4,Hybrid,1500.0,170000.0
13500000.0,Audi,Q2,Audi Q2,2018,Used,Tiptronic,SUV / 4x4,Petrol,1000.0,60000.0
5650000.0,Toyota,Fielder,,2011,Used,Automatic,Station wagon,Petrol,1490.0,143000.0
5800000.0,Toyota,Vitz,2007,2007,Used,Automatic,Hatchback,Petrol,1000.0,84000.0
13990000.0,Mitsubishi,Eclipse Cross,,2018,Used,Automatic,Station wagon,Petrol,1500.0,50000.0
10500000.0,Toyota,Prius,2013,2013,Used,Automatic,Station wagon,Petrol,1800.0,220000.0
8900000.0,Toyota,Axio,G Grade,2014,Used,Automatic,Saloon,Petrol,1490.0,176000.0
12590000.0,Audi,Q2,1L TURBO ,2018,Used,Automatic,Hatchback,Petrol,1000.0,70000.0
31000000.0,BMW,530i,M Sport Individual,2017,Used,Automatic,Saloon,Petrol,2000.0,56000.0
11800000.0,Suzuki,Swift,MZ,2024,Used,Automatic,Hatchback,Hybrid,1200.0,19000.0
1500000.0,Toyota,Corona,1989,1989,Used,Manual,,Petrol,1500.0,150000.0
7800000.0,Toyota,Roomy,Custom GS Grade,2017,Used,Automatic,MPV,Petrol,990.0,175000.0
3690000.0,Suzuki,Alto,800 LXI,2016,Used,Manual,Hatchback,Petrol,800.0,127000.0
9750000.0,Toyota,Yaris,X Grade,2023,Used,Automatic,Hatchback,Petrol,1000.0,9000.0
13500000.0,Audi,A3,,2017,Used,Automatic,Hatchback,Petrol,1000.0,95000.0
28500000.0,BMW,740i,M Sport,2015,Used,Automatic,Saloon,Hybrid,3000.0,86000.0
13975000.0,Mitsubishi,Montero,SPORT,2011,Used,Automatic,,Diesel,2500.0,157410.0
12650000.0,Toyota,Raize,Z Grade,2021,Used,Tiptronic,SUV / 4x4,Petrol,1000.0,15000.0
20850000.0,Audi,A3,S Line,2023,Used,Automatic,Saloon,Petrol,1000.0,10000.0
5900000.0,Kia,Picanto,Kia,2016,Used,Automatic,Hatchback,Petrol,1000.0,43500.0
11300000.0,Toyota,Axio,Toyota Axio Hybrid,2016,Used,Automatic,Saloon,Hybrid,1490.0,172000.0
14800000.0,Mitsubishi,Montero,Sport,2012,Used,Tiptronic,SUV / 4x4,Diesel,2500.0,184000.0
8600000.0,Honda,Vezel,,2014,Used,Automatic,SUV / 4x4,Hybrid,1490.0,137000.0
7150000.0,Mazda,Axela,2009,2009,Used,Tiptronic,Saloon,Petrol,1500.0,164000.0
1800000.0,Toyota,Corolla,Corolla 2,1986,Used,Manual,Coupé/Sports,Petrol,1300.0,180000.0
11350000.0,Honda,Grace,RS FULL OPTION,2017,Used,Automatic,Saloon,Hybrid,1490.0,107000.0
69500000.0,Toyota,Land Cruiser Sahara,V8 VX DIESEL,2018,Used,Automatic,SUV / 4x4,Diesel,4461.0,80000.0
9290000.0,Honda,Grace,RS FULL OPTION,2014,Used,Automatic,Saloon,Hybrid,1490.0,78100.0
875000.0,Toyota,Carina,,1984,Used,Manual,Saloon,Petrol,1450.0,165000.0
13590000.0,Toyota,CHR,NGX10 BODYKIT,2018,Used,Automatic,SUV / 4x4,Petrol,1190.0,101900.0
43950000.0,Land Rover,Range Rover Velar,Premium R Dynamic ,2018,Used,Automatic,SUV / 4x4,Petrol,2000.0,45000.0
6100000.0,Nissan,Double cab,D21,1996,Used,Manual,,Diesel,2660.0,253000.0
3150000.0,Suzuki,Alto,LXI,2011,Used,Manual,Hatchback,Petrol,800.0,109000.0
5650000.0,Mahindra,KUV 100,,2020,Used,Manual,SUV / 4x4,Petrol,1200.0,91000.0
12000000.0,Honda,Civic,tech pack,2018,Used,Automatic,Hatchback,Petrol,1000.0,78000.0
1850000.0,Mazda,Astina,1992,1992,Used,Manual,Saloon,Petrol,1500.0,55000.0
8000000.0,Toyota,Vitz,Edition 2,2019,Used,Automatic,Hatchback,Petrol,1000.0,49000.0
33500000.0,Mercedes Benz,C200,AMG Premium Plus,2019,Used,Tiptronic,Saloon,Petrol,1498.0,13800.0
13500000.0,Audi,Q2,,2018,Used,Automatic,SUV / 4x4,Petrol,1000.0,158000.0
3690000.0,Mazda,Familia,Mazda,2002,Used,Automatic,Saloon,Petrol,1500.0,199000.0
8300000.0,Ford,Ranger,2011,2011,Used,Manual,Hatchback,Diesel,2500.0,182000.0
12850000.0,Honda,Civic,HONDA CIVIC EX,2017,Used,Automatic,Hatchback,Petrol,1000.0,69000.0
8650000.0,Toyota,Roomy,X,2023,Used,Automatic,Hatchback,Petrol,1000.0,24805.0
8650000.0,DFSK,Glory,,2021,Used,Automatic,SUV / 4x4,Petrol,1498.0,18000.0
10500000.0,Mitsubishi,Eclipse Cross,,2023,Used,Automatic,SUV / 4x4,Petrol,1500.0,17000.0
7350000.0,Toyota,Aqua,,2014,Used,Automatic,Hatchback,Hybrid,1500.0,106000.0
9850000.0,Toyota,Axio,Hybrid G,2015,Used,Automatic,Saloon,Hybrid,1500.0,231000.0
16750000.0,Toyota,Premio,G SUPERIOR NEW FACE,2019,Used,Automatic,Saloon,Petrol,1500.0,89000.0
33500000.0,Toyota,Land Cruiser Prado,TRJ150 TX L 2ND owne,2016,Used,Automatic,SUV / 4x4,Petrol,2700.0,200000.0
22000000.0,Mitsubishi,Montero,GLX,2013,Used,Automatic,SUV / 4x4,Diesel,3200.0,116000.0
6000000.0,Suzuki,Hustler,J Style,2015,Used,Automatic,Hatchback,Petrol,650.0,74000.0
11590000.0,Kia,Sorento,1 TO 14 DIESEL,2012,Used,Automatic,SUV / 4x4,Diesel,2200.0,150000.0
3100000.0,Suzuki,Alto,2010,2010,Used,Manual,Hatchback,Petrol,800.0,140000.0
34790000.0,Land Rover,Discovery,4 HSE,2014,Used,Automatic,SUV / 4x4,Diesel,3000.0,150000.0
3350000.0,BMW,M5,518I,1990,Used,Manual,Saloon,Petrol,1800.0,185000.0
6450000.0,Toyota,Ractis,,2010,Used,Automatic,Saloon,Petrol,1300.0,144200.0
2330000.0,Suzuki,Maruti,,2010,Used,Manual,,Petrol,800.0,97700.0
12500000.0,Honda,Civic,2017,2017,Used,Automatic,Hatchback,Petrol,988.0,82283.0
6000000.0,Nissan,Leaf,2014,2014,Used,Automatic,Hatchback,Electric,70.0,88500.0
25000000.0,Audi,Q7,S Line,2016,Used,Tiptronic,SUV / 4x4,Petrol,2000.0,130000.0
17900000.0,Peugeot,3008,FULL OPTION AUTO,2020,Used,Automatic,SUV / 4x4,Petrol,1198.0,63000.0
16350000.0,Lexus,RX450h,HYBRID NEW FACE,2011,Used,Automatic,SUV / 4x4,Hybrid,3450.0,111000.0
11300000.0,Toyota,Allion,,2013,Used,Automatic,Saloon,Petrol,1500.0,120000.0
3700000.0,Nissan,March,,2006,Used,Automatic,Hatchback,Petrol,1400.0,126069.0
35000000.0,Jeep,Wrangler,Diesel,2013,Used,Automatic,SUV / 4x4,Diesel,2776.0,141000.0
1600000.0,Toyota,Carina,,1987,Used,Manual,Saloon,Petrol,1500.0,200000.0
13350000.0,Nissan,Qashqai,TEKNA PLUS ,2018,Used,Automatic,SUV / 4x4,Petrol,1197.0,55000.0
26500000.0,Mercedes Benz,GLA 200,AMG  LINE,2019,Used,Automatic,SUV / 4x4,Petrol,1595.0,61000.0
5600000.0,Suzuki,Wagon R,2016,2014,Used,Automatic,Hatchback,Petrol,660.0,100000.0
8350000.0,Honda,Fit,GP5,2014,Used,Automatic,,Hybrid,1490.0,94181.0
590000.0,Suzuki,Maruti,Suzuki,1981,Used,Manual,Hatchback,Petrol,660.0,163214.0
23625000.0,Toyota,Hilux,GR SPORT,2023,Used,Automatic,,Diesel,2400.0,21537.0
7795000.0,Toyota,Vitz,EDITION 2,2018,Used,Automatic,,Hybrid,990.0,146109.0
6475000.0,Suzuki,Wagon R FZ,,2017,Used,Automatic,,Hybrid,650.0,93095.0
3495000.0,Nissan,Wingroad,,1999,Used,Automatic,,Petrol,1500.0,217294.0
5675000.0,Honda,Fit,GE6,2009,Used,Automatic,,Petrol,1330.0,220000.0
10495000.0,Mercedes Benz,E240,,2004,Used,Automatic,,Petrol,2600.0,110359.0
8000000.0,Honda,Fit,2014,2014,Used,Automatic,Hatchback,Petrol,1500.0,120000.0
8500000.0,Toyota,Aqua,G Grade,2015,Used,Automatic,Hatchback,Hybrid,1500.0,115000.0
4850000.0,Honda,Civic,ES8,2000,Used,Automatic,Saloon,Petrol,1500.0,235000.0
2100000.0,Honda,Accord,Cb3,1992,Used,Automatic,Saloon,Petrol,2000.0,277200.0
8200000.0,Nissan,Clipper,Rio WGN,2023,Used,Automatic,MPV,Petrol,660.0,30000.0
21500000.0,BMW,X1,FACELIFT -F48,2020,Used,Automatic,SUV / 4x4,Petrol,1499.0,79800.0
2150000.0,Mazda,Familia,,1994,Used,Manual,,Petrol,1540.0,200000.0
1975000.0,Nissan,Sunny,FB12,1989,Used,Automatic,Saloon,Petrol,1500.0,200000.0
2750000.0,Toyota,Corolla,Toyota,1999,Used,Manual,Station wagon,Petrol,1330.0,150000.0
2875000.0,Suzuki,Alto,800 Lxi ,2012,Used,Manual,Hatchback,Petrol,800.0,83000.0
3150000.0,Perodua,Kelisa,,2006,Used,Automatic,Hatchback,Petrol,1000.0,165000.0
